IYEAR,COMMODITY_RELEASED_TYPE,CAUSE,LOCATION_LATITUDE,LOCATION_LONGITUDE,UNINTENTIONAL_RELEASE_BBLS,RELEASE LIT,RELEASE M3
2022,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,31.8486,-102.3084,3.0,477.0,0.47700000000000004
2022,CRUDE OIL,EQUIPMENT FAILURE,32.1472,-102.8226,2.4,381.59999999999997,0.3816
2022,CRUDE OIL,CORROSION FAILURE,30.001142,-93.986733,0.12,19.08,0.01908
2022,CRUDE OIL,EQUIPMENT FAILURE,28.933308,-97.791171,1.6,254.4,0.2544
2022,CRUDE OIL,INCORRECT OPERATION,29.793511,-95.28575,0.24,38.16,0.03816
2022,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,47.79928474,-102.923979,2.19,348.21,0.34820999999999996
2022,CRUDE OIL,INCORRECT OPERATION,28.937256,-97.798827,36.0,5724.0,5.724
2022,CRUDE OIL,EQUIPMENT FAILURE,32.089682,-102.138161,4.5,715.5,0.7155
2022,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,45.57813909,-93.7924912,0.5,79.5,0.0795
2022,CRUDE OIL,EQUIPMENT FAILURE,46.812296,-109.765009,5.7,906.3000000000001,0.9063000000000001
2022,CRUDE OIL,EQUIPMENT FAILURE,32.86128,-102.92021,0.9,143.1,0.1431
2022,CRUDE OIL,NATURAL FORCE DAMAGE,40.78112,-103.9448,28.19,4482.21,4.48221
2022,CRUDE OIL,EQUIPMENT FAILURE,40.686133,-100.407531,0.24,38.16,0.03816
2022,CRUDE OIL,CORROSION FAILURE,31.01938,-101.28707,75.0,11925.0,11.925
2022,CRUDE OIL,EQUIPMENT FAILURE,40.94263,-88.644437,50.0,7950.0,7.95
2022,CRUDE OIL,EQUIPMENT FAILURE,29.629581,-90.933839,30.0,4770.0,4.7700000000000005
2022,CRUDE OIL,CORROSION FAILURE,29.34935,-94.94031,10.0,1590.0,1.59
2022,CRUDE OIL,CORROSION FAILURE,29.614085,-95.184697,0.2,31.8,0.0318
2022,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,44.88177323,-92.95659567,0.5,79.5,0.0795
2022,CRUDE OIL,EQUIPMENT FAILURE,32.048434,-101.365111,155.0,24645.0,24.645
2022,CRUDE OIL,CORROSION FAILURE,29.977491,-93.936475,3.75,596.25,0.5962500000000001
2022,CRUDE OIL,EQUIPMENT FAILURE,47.325144,-93.764431,0.1,15.9,0.0159
2022,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,45.71698128,-94.0299262,2.2,349.8,0.3498
2022,CRUDE OIL,EQUIPMENT FAILURE,27.9111922,-97.4114124,0.19,30.21,0.03021
2022,CRUDE OIL,EQUIPMENT FAILURE,35.98731,-96.744943,0.2,31.8,0.0318
2022,CRUDE OIL,EXCAVATION DAMAGE,40.37301,-104.75821,350.0,55650.0,55.65
2022,CRUDE OIL,CORROSION FAILURE,31.76754221,-103.1684578,7.4,1176.6000000000001,1.1766
2022,CRUDE OIL,CORROSION FAILURE,29.997547,-93.993622,50.0,7950.0,7.95
2022,CRUDE OIL,INCORRECT OPERATION,30.001169,-93.992631,0.64,101.76,0.10176
2022,CRUDE OIL,CORROSION FAILURE,31.951506,-103.786898,61.82,9829.38,9.829379999999999
2022,CRUDE OIL,EQUIPMENT FAILURE,31.967389,-103.739589,125.7,19986.3,19.9863
2022,CRUDE OIL,CORROSION FAILURE,32.103628,-96.280635,400.0,63600.0,63.6
2022,CRUDE OIL,EQUIPMENT FAILURE,41.263886,-97.185326,6.5,1033.5,1.0335
2022,CRUDE OIL,EQUIPMENT FAILURE,34.860367,-118.881336,127.0,20193.0,20.193
2022,CRUDE OIL,NATURAL FORCE DAMAGE,36.36035,-97.59077,10.0,1590.0,1.59
2022,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,32.201379,-95.723382,200.0,31800.0,31.8
2022,CRUDE OIL,CORROSION FAILURE,31.138649,-102.182686,4.0,636.0,0.636
2022,CRUDE OIL,EQUIPMENT FAILURE,42.510375,-84.241816,0.1,15.9,0.0159
2022,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,40.23859,-104.77255,5.0,795.0,0.795
2022,CRUDE OIL,CORROSION FAILURE,31.801242,-103.958817,255.39,40607.009999999995,40.607009999999995
2022,CRUDE OIL,CORROSION FAILURE,28.40972,-98.21105,0.48,76.32,0.07632
2022,CRUDE OIL,CORROSION FAILURE,30.47515,-91.22201,6.0,954.0,0.9540000000000001
2022,CRUDE OIL,CORROSION FAILURE,31.95679632,-103.789888,155.0,24645.0,24.645
2022,CRUDE OIL,CORROSION FAILURE,46.683961,-92.063401,0.1,15.9,0.0159
2022,CRUDE OIL,CORROSION FAILURE,32.004372,-102.044083,0.6,95.39999999999999,0.0954
2022,CRUDE OIL,EQUIPMENT FAILURE,29.157002,-90.174509,2.0,318.0,0.318
2022,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,46.554275,-90.823544,0.1,15.9,0.0159
2022,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,45.01444444,-92.95277777,1.0,159.0,0.159
2022,CRUDE OIL,INCORRECT OPERATION,29.99795,-93.99018,10.0,1590.0,1.59
2022,CRUDE OIL,EQUIPMENT FAILURE,35.940804,-96.748678,10.0,1590.0,1.59
2022,CRUDE OIL,CORROSION FAILURE,35.4413,-119.047584,251.0,39909.0,39.909
2022,CRUDE OIL,EQUIPMENT FAILURE,32.0209,-102.0162,0.7,111.3,0.1113
2022,CRUDE OIL,EQUIPMENT FAILURE,31.77302,-103.1106,9.3,1478.7,1.4787000000000001
2022,CRUDE OIL,EQUIPMENT FAILURE,31.17208,-103.17111,0.36,57.239999999999995,0.05724
2022,CRUDE OIL,INCORRECT OPERATION,28.934331,-90.18072,0.1,15.9,0.0159
2022,CRUDE OIL,INCORRECT OPERATION,29.99529,-93.99296,0.64,101.76,0.10176
2022,CRUDE OIL,EQUIPMENT FAILURE,42.94443,-106.44152,1.0,159.0,0.159
2022,CRUDE OIL,CORROSION FAILURE,32.0209,-102.0162,1.0,159.0,0.159
2022,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,29.043667,-90.191667,0.1,15.9,0.0159
2022,CRUDE OIL,EXCAVATION DAMAGE,35.259413,-100.938225,83.0,13197.0,13.197000000000001
2022,CRUDE OIL,CORROSION FAILURE,31.944481,-101.919019,4.86,772.74,0.77274
2022,CRUDE OIL,CORROSION FAILURE,29.61103,-95.1846,2.7,429.3,0.4293
2022,CRUDE OIL,EQUIPMENT FAILURE,32.221238,-102.086441,0.8,127.2,0.1272
2022,CRUDE OIL,CORROSION FAILURE,29.365186,-94.916338,2.0,318.0,0.318
2022,CRUDE OIL,CORROSION FAILURE,32.9938,-102.79,350.0,55650.0,55.65
2022,CRUDE OIL,EQUIPMENT FAILURE,29.244414,-96.1036,13.0,2067.0,2.067
2022,CRUDE OIL,EQUIPMENT FAILURE,31.487194,-99.6953,1.0,159.0,0.159
2022,CRUDE OIL,CORROSION FAILURE,29.74,-95.1319,1.8,286.2,0.2862
2022,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,36.02967,-96.730621,7110.0,1130490.0,1130.49
2022,CRUDE OIL,INCORRECT OPERATION,28.93435,-90.18049,0.73,116.07,0.11606999999999999
2022,CRUDE OIL,INCORRECT OPERATION,28.93435,-90.10849,0.1,15.9,0.0159
2022,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,29.3257167,-88.4364555,90.0,14310.0,14.31
2022,CRUDE OIL,INCORRECT OPERATION,29.743056,-95.128333,0.62,98.58,0.09858
2022,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,35.389943,-88.628399,4345.0,690855.0,690.855
2022,CRUDE OIL,EQUIPMENT FAILURE,42.208021,-104.513677,7.5,1192.5,1.1925000000000001
2022,CRUDE OIL,EQUIPMENT FAILURE,31.24809,-103.35072,3.8,604.1999999999999,0.6042
2022,CRUDE OIL,CORROSION FAILURE,34.699972,-97.440217,15.0,2385.0,2.3850000000000002
2022,CRUDE OIL,INCORRECT OPERATION,40.942956,-88.647229,7.0,1113.0,1.113
2022,CRUDE OIL,INCORRECT OPERATION,28.93896,-96.584013,13.92,2213.28,2.21328
2022,CRUDE OIL,INCORRECT OPERATION,35.937908,-96.718467,0.48,76.32,0.07632
2022,CRUDE OIL,EQUIPMENT FAILURE,42.55755542,-107.007949,500.0,79500.0,79.5
2022,CRUDE OIL,CORROSION FAILURE,31.792969,-102.392925,1.0,159.0,0.159
2022,CRUDE OIL,CORROSION FAILURE,34.005619,-118.109497,10.0,1590.0,1.59
2022,CRUDE OIL,INCORRECT OPERATION,31.485917,-103.525635,12.9,2051.1,2.0511
2022,CRUDE OIL,INCORRECT OPERATION,29.7586,-96.1476,1.0,159.0,0.159
2022,CRUDE OIL,EQUIPMENT FAILURE,29.99806,-93.98998,4.0,636.0,0.636
2022,CRUDE OIL,EQUIPMENT FAILURE,67.798111,-149.819447,18.0,2862.0,2.862
2022,CRUDE OIL,CORROSION FAILURE,32.532488,-100.829735,2.0,318.0,0.318
2022,CRUDE OIL,CORROSION FAILURE,38.79359996,-89.07414376,0.8,127.2,0.1272
2022,CRUDE OIL,EXCAVATION DAMAGE,33.17944,-93.16444,8.0,1272.0,1.272
2022,CRUDE OIL,CORROSION FAILURE,35.28762,-119.21415,5.0,795.0,0.795
2022,CRUDE OIL,EQUIPMENT FAILURE,30.103368,-91.809508,2.0,318.0,0.318
2022,CRUDE OIL,CORROSION FAILURE,33.913191,-98.43571,40.38,6420.42,6.42042
2022,CRUDE OIL,CORROSION FAILURE,30.006987,-90.401103,3.3,524.6999999999999,0.5246999999999999
2022,CRUDE OIL,EQUIPMENT FAILURE,29.997898,-93.990327,2.0,318.0,0.318
2022,CRUDE OIL,EQUIPMENT FAILURE,35.256945,-100.924749,3.04,483.36,0.48336
2022,CRUDE OIL,EQUIPMENT FAILURE,42.207641,-104.50969,1.8,286.2,0.2862
2022,CRUDE OIL,CORROSION FAILURE,36.72421,-99.69110999,4.0,636.0,0.636
2022,CRUDE OIL,EQUIPMENT FAILURE,29.992597,-93.988982,2.0,318.0,0.318
2022,CRUDE OIL,CORROSION FAILURE,31.1121,-103.3046,1428.0,227052.0,227.052
2022,CRUDE OIL,CORROSION FAILURE,41.06151,-107.64124,4.0,636.0,0.636
2022,CRUDE OIL,EQUIPMENT FAILURE,32.000367,-102.269789,4800.0,763200.0,763.2
2022,CRUDE OIL,INCORRECT OPERATION,36.655151,-98.359164,262.0,41658.0,41.658
2022,CRUDE OIL,CORROSION FAILURE,28.93569,-95.3204,0.5,79.5,0.0795
2022,CRUDE OIL,INCORRECT OPERATION,29.27449,-89.24256,5.0,795.0,0.795
2022,CRUDE OIL,EQUIPMENT FAILURE,29.61376,-95.18503,25.0,3975.0,3.975
2022,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,30.03396,-93.98086,11.0,1749.0,1.749
2022,CRUDE OIL,EQUIPMENT FAILURE,37.783581,-121.632624,93.0,14787.0,14.787
2022,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,31.84854,-102.0897,2.0,318.0,0.318
2022,CRUDE OIL,INCORRECT OPERATION,29.998,-93.989969,100.0,15900.0,15.9
2022,CRUDE OIL,EQUIPMENT FAILURE,48.029242,-103.879782,3.0,477.0,0.47700000000000004
2022,CRUDE OIL,CORROSION FAILURE,34.68511,-97.43879,15.0,2385.0,2.3850000000000002
2022,CRUDE OIL,EQUIPMENT FAILURE,29.989025,-94.001319,0.5,79.5,0.0795
2022,CRUDE OIL,CORROSION FAILURE,35.26025959,-97.83576321,65.0,10335.0,10.335
2022,CRUDE OIL,CORROSION FAILURE,33.1684029,-98.0949493,50.0,7950.0,7.95
2022,CRUDE OIL,EQUIPMENT FAILURE,31.714374,-102.73573,0.7,111.3,0.1113
2022,CRUDE OIL,EQUIPMENT FAILURE,40.21115,-104.61462,130.0,20670.0,20.67
2022,CRUDE OIL,INCORRECT OPERATION,28.92817,-90.4785,1.3,206.70000000000002,0.20670000000000002
2022,CRUDE OIL,INCORRECT OPERATION,36.01612,-96.759887,19.0,3021.0,3.021
2022,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,28.92817,-90.4785,1.29,205.11,0.20511000000000001
2022,CRUDE OIL,EQUIPMENT FAILURE,32.650098,-103.138781,0.71,112.89,0.11289
2022,CRUDE OIL,OTHER ACCIDENT CAUSE,38.82403,-89.9746,3500.0,556500.0,556.5
